what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1326388454304
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1326388454306
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1326388454379
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1326388454383
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1326388454387
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1326388454389
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1326388454389
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1326388454394
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1326388454452
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1326388454453
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1326388454456
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1326388454625
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1326388454627
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1326388454770
os,sysinfo,,,"win32",1326388454886
arch,sysinfo,,,"x86",1326388454886
ws,sysinfo,,,"win32",1326388454886
locale,sysinfo,,,"en_US",1326388454886
processors,sysinfo,,,"2",1326388454886
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1326388454886
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1326388454886
java.specification.name,sysinfo,,,"Java Platform API Specification",1326388454886
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1326388454886
java.specification.version,sysinfo,,,"1.6",1326388454886
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1326388454886
java.version,sysinfo,,,"1.6.0_16",1326388454886
java.vm.info,sysinfo,,,"mixed mode",1326388454886
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1326388454886
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1326388454886
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1326388454886
java.vm.specification.version,sysinfo,,,"1.0",1326388454886
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1326388454886
java.vm.version,sysinfo,,,"14.2-b01",1326388454886
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326388457632
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326388457758
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1326388457901
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1326388459157
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1326388459369
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1326388459369
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1326388459423
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1326388461884
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1326388461977
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1326388474559
error,log,,,"Failed to load properties file for project 'ApiDemos'",1326388481905
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1326388506960
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1326388507195
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1326388508327
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326388522704
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326388529763
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1326388533432
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326388534017
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1326388535197
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1326388535527
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1326388538282
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1326388541878
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1326388542822
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388542841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388548338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388548347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388567474
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388569559
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388575847
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388597303
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388643399
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388645144
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388649582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388652006
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388706924
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388728549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388849066
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1326388863567
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1326388878126
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388880304
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388884456
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326388884523
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388885879
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388903937
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326388915305
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388915355
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388917202
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1326388928455
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326388937584
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1326388941627
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388943707
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388949671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388952741
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388954824
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388957004
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388958944
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326388959673
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389267798
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1326389275228
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389281499
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389283022
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389283950
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389303422
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389319499
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389344577
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1326389352600
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326389353992
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1326389355527
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389361260
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389379571
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389381992
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389383538
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389401926
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389422862
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1326389436004
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1326389436497
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1326389436532
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1326389436574
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1326389436604
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1326389436638
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1326389436676
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1326389436709
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1326389436745
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1326389437937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326389438676
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1326389443874
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389451443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389453041
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389454098
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389459866
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389461996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389467498
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389503664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389514052
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1326389521627
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326389522227
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1326389535369
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326389552866
